x,y,pmi,count
et,le,2.8411403906121144,11
n,stol,2.836564010206088,59
je,m,2.8346743483628827,5
elsinore,room,2.8336059727148566,10
castle,elsinore,2.8319323888252903,14
baptista,minola,2.827250330283676,5
goneril,regan,2.826899951497504,6
serpent,sting,2.8241070513133337,5
narrow,seas,2.819951091542176,5
angus,ross,2.8077166351251646,5
goods,lands,2.804354707663914,7
blunt,walter,2.804212222596395,10
agrippa,maecenas,2.8041568243589445,9
earl,wiltshire,2.8025769954727533,7
et,je,2.7919223679419325,5
pow,r,2.7870731291575157,33
messala,titinius,2.7804425502585026,9
salerio,solanio,2.7804425502585026,7
lightning,thunder,2.779028676578146,10
corporal,nym,2.7770837208179455,7
quince,snout,2.77341876673154,5
je,katherine,2.7720275392249936,10
le,vous,2.769784482076446,7
count,rousillon,2.7696459732307805,19
de,nick,2.768798569094795,5
ebb,flow,2.7668878995725823,6
philostrate,theseus,2.759253251188565,5
grey,vaughan,2.758355020295664,5
caius,vat,2.755225761905521,8
south,west,2.748595183006508,6
caius,gar,2.7476726240150753,19
r,tow,2.7390498651002777,5
deiphobus,paris,2.738835345717352,6
oberon,titania,2.733506512212285,9
gobbo,launcelot,2.7330830168282603,10
malvolio,topas,2.730603286997189,8
arras,behind,2.726675363189214,8
lion,whelp,2.7218020064185713,5
cornets,flourish,2.7198359386589086,9
katherine,les,2.718583219998027,6
hey,rain,2.718583219998027,6
katherine,que,2.7140355922473067,5
north,south,2.7108066221171083,6
casca,cicero,2.7108066221171083,5
joan,pucelle,2.709468271344846,9
flow,rs,2.703606064028375,18
gentlewoman,waiting,2.702837692445833,7
anne,bullen,2.700377093898176,8
knave,lousy,2.700213548619684,6
murder,rape,2.6989073988174006,5
harry,monmouth,2.6950123549338763,8
hippolyta,theseus,2.6945279215519093,8
friar,laurence,2.6932923745396025,18
ev,n,2.691253085741429,19
joan,la,2.6870874914674894,8
douglas,hotspur,2.6842884895421033,5
ink,pen,2.6797723883771396,5
heal,wound,2.6767875348276773,5
cock,crow,2.673085087152975,5
banquo,fleance,2.670878675217157,5
lucilius,titinius,2.6694139369588834,5
between,camps,2.668683416211527,7
jove,mercury,2.668683416211527,5
pyramus,thisby,2.6640758443319426,13
raise,siege,2.6599520718816927,6
est,la,2.6590587678672457,6
drums,trumpets,2.654829966374747,14
la,pucelle,2.651570746474696,23
de,les,2.6484074602372156,8
arthur,britaine,2.644549736494808,5
de,dieu,2.643859832486495,5
fox,lamb,2.643859832486495,5
cambio,lucentio,2.640426656648101,7
audrey,touchstone,2.6383797032189142,10
lovell,thomas,2.6365964992042286,12
groans,sighs,2.63508590817899,7
sounds,trumpet,2.632799825838078,16
pick,pocket,2.631960609186787,5
sleeping,waking,2.6302870252972212,5
fal,hal,2.6232453772885753,24
hobby,horse,2.622287726444303,6
hero,ursula,2.6217804413994528,7
ev,ry,2.6211958478505513,6
et,katherine,2.61712557923925,8
ned,threat,2.6167206426300504,8
captain,macmorris,2.615969617731917,7
capulet,orchard,2.6094160072835977,5
charmian,iras,2.609097726227283,16
caius,dat,2.609097726227283,10
florizel,perdita,2.59810234192582,9
heir,rightful,2.5968632698102714,5
dido,widow,2.582263761239983,5
la,pole,2.579877521819621,5
red,scatt,2.5783927529139294,5
cank,red,2.5783927529139294,5
de,je,2.5769130428558817,10
alarum,retreat,2.5725039239508267,8
archbishop,canterbury,2.5691536564278477,10
hey,ho,2.5646546511151076,12
ink,paper,2.561673076299145,10
andrew,fabian,2.5587286956523636,7
cup,sack,2.5548336517688393,9
castle,dunsinane,2.551105779249596,5
evans,hugh,2.549220774541332,14
fruit,tree,2.5487260775042415,7
hundred,pounds,2.5476397234867516,6
brandon,william,2.543927194622473,5
bully,host,2.543790301167627,10
plight,troth,2.540110394948133,5
east,north,2.540110394948133,6
virgilia,volumnia,2.536057850936936,8
caius,ligarius,2.5333770122891646,6
caius,rugby,2.5333770122891646,12
heigh,ho,2.5301437999869436,7
belmont,portia,2.5282111716484255,9
edg,tom,2.5267464333901515,9
encount,red,2.524035090591337,15
doors,shut,2.5234093572858662,11
alexandria,palace,2.5223816279877016,12
eat,leek,2.522034331302338,5
mountain,top,2.521142555872153,7
bright,shines,2.5097552770336513,6
fluellen,gower,2.507150877326771,13
arrest,treason,2.504752139683984,7
alice,de,2.5011923289177633,9
sing,willow,2.5011923289177633,6
minist,red,2.4992115068663048,5
north,west,2.4987177097899083,6
dorset,rivers,2.4969938280972936,5
fathers,reverend,2.4967832100127083,7
ent,red,2.4929625575893035,23
bottom,snout,2.492592157155846,5
gar,jack,2.488441162764721,7
ling,ring,2.4883551042125913,12
count,orsino,2.4857527326255404,6
camp,grecian,2.4853537482319266,7
don,pedro,2.4838608128260113,20
belarius,cave,2.483629038995685,9
humours,nym,2.482016672127641,5
stephano,trinculo,2.4817792878736284,14
costard,jaquenetta,2.4804628440590193,9
dat,de,2.4800030298478255,6
mrs,overdone,2.4779986809141645,15
humour,nym,2.4760537251539643,14
holofernes,nathaniel,2.4747174333861417,6
ephesus,rope,2.4740508262224132,7
chief,justice,2.4732776682155895,68
de,et,2.47316360531752,9
le,monsieur,2.4702650774377033,6
act,sc,2.4689190230622464,32
curtis,grumio,2.465476776651229,7
chiron,demetrius,2.465269029944611,22
de,gar,2.4647630632910884,8
cambridge,earl,2.4626289337784026,8
heav,n,2.4585123675835705,7
land,salique,2.4575494082491276,5
clown,madonna,2.4554348383570885,9
curtain,draw,2.455186740959937,9
lion,moonshine,2.45419576624154,6
dealing,plain,2.4493234669988655,5
fifty,hundred,2.449029925600801,9
bushy,green,2.448113885434344,8
hermia,lysander,2.447312175694297,26
andrew,toby,2.44719977336901,15
colours,drum,2.4469849675075217,17
red,rememb,2.444853844543712,25
arviragus,guiderius,2.444287477581291,12
alice,katherine,2.441034320183569,5
antenor,paris,2.4378053500533707,5
goths,warlike,2.436734339690845,5
bagot,green,2.4358794290173322,5
alencon,reignier,2.4342455392871503,6
bought,sold,2.423876344786386,5
county,paris,2.4235649109387603,10
red,slaught,2.4234907929281864,7
dromio,syracuse,2.422113643853471,121
item,speed,2.4220110828701387,17
de,est,2.4220110828701387,5
de,nails,2.4220110828701387,7
de,pole,2.4220110828701387,5
buy,sell,2.42166654141462,9
anon,fran,2.420291102475865,6
black,coal,2.419433659982328,6
antipholus,ephesus,2.4188955613213583,84
leonatus,posthumus,2.4151716583398333,6
afar,drum,2.413816604254867,5
arviragus,belarius,2.4112872174783657,12
antipholus,syracuse,2.4095017565186962,117
officers,sheriff,2.4067711163134016,5
griffith,katharine,2.405773883999453,6
sound,trumpets,2.403597439073181,42
bishop,winchester,2.4029372019228217,7
red,utt,2.4023014938582485,6
de,katherine,2.4021162541531993,16
arrant,knave,2.399183552955703,6
hundred,knights,2.3978774031534194,8
eight,nine,2.3978774031534194,5
gates,ope,2.3964126648951454,6
sixteen,years,2.395536187338517,5
duchess,hume,2.395438910043474,6
george,saint,2.385154151544795,20
cry,troyans,2.3847743574830713,5
glass,looking,2.384552964231121,6
pyramus,quince,2.379143712145908,7
benedick,signior,2.377365240314192,19
jessica,lorenzo,2.3767812703354534,10
bigot,salisbury,2.375757539163696,5
lieutenant,montano,2.3750145201939152,6
eglamour,silvia,2.3703992325302274,6
monster,stephano,2.369482031593954,14
doors,lock,2.3682621024718546,6
alexas,charmian,2.3681750956636094,7
alencon,charles,2.3633237082308005,13
bottom,quince,2.362889630751482,12
hotspur,percy,2.362573895018271,5
monster,trinculo,2.3623034469668305,10
ferdinand,miranda,2.3599025696976197,7
every,raineth,2.357731412053405,5
mowbray,thomas,2.3572857532334837,10
stafford,william,2.3568405512653285,7
pole,william,2.3568405512653285,5
red,wond,2.3565440032975733,9
moon,shines,2.3556185938660206,8
e,en,2.3530935545277525,35
bend,knee,2.35065517433447,6
citizen,fourth,2.3469308539050155,19
dromio,ephesus,2.3438870027430383,71
casca,cinna,2.342829836822514,5
lennox,ross,2.342829836822514,5
beaufort,cardinal,2.3411098564282398,7
ring,wand,2.3397020935038495,14
jack,rugby,2.327589870265777,5
cut,throats,2.3251010698620824,9
katherine,le,2.323920921087226,7
ariel,invisible,2.3227909873840082,5
britain,cymbeline,2.32098450366725,12
peter,quince,2.3158930680752583,8
lucy,william,2.3154478661071036,5
cross,garter,2.3149396220679357,7
mercutio,romeo,2.314017063076503,7
doors,several,2.3094841019186685,9
beatrice,benedick,2.308408754908978,7
margaret,ursula,2.3075377799400036,6
de,la,2.306876249755883,14
seven,six,2.305688028817947,8
agamemnon,menelaus,2.3048976837737953,6
music,plays,2.303911770792144,12
brains,knock,2.3009673901453627,6
arrest,officer,2.3000293887398984,5
leontes,sicilia,2.299293806255797,7
grey,rivers,2.299145354884704,9
hector,unarm,2.297848565381616,5
palace,rousillon,2.2970723462618388,8
edmund,mortimer,2.2970723462618388,8
snow,white,2.29583327414629,10
apparent,heir,2.29583327414629,5
protector,realm,2.29567863840248,5
bassianus,lavinia,2.295137846484639,6
francis,poins,2.294366452885914,8
attendants,messengers,2.2930198022506416,8
hark,shout,2.2916773143751326,5
chamber,window,2.290773041082189,11
silence,singing,2.290657244659185,6
afar,off,2.2862594769796214,17
hey,wind,2.284586634713779,6
quince,thisby,2.279591818509025,5
alexandria,cleopatra,2.279343579301407,12
dromio,rope,2.27884752615564,6
lartius,titus,2.2786616522037746,16
bassianus,saturninus,2.2781045071858586,5
bardolph,corporal,2.2760941259235907,7
balthasar,pedro,2.2751450784809375,5
canopy,under,2.2744083616258948,5
claudio,don,2.2737778831964097,14
messengers,officers,2.273232207943184,5
castle,room,2.2729386665451194,13
pieces,tear,2.2723521782967673,5
box,ear,2.2714739282868455,8
beseeming,ill,2.269868401571427,5
priam,troy,2.268662950953017,7
ford,mrs,2.26406204960372,98
cave,wales,2.2613567939953043,5
goths,tamora,2.260643080635164,5
lordship,osr,2.259930538257272,5
doll,rascal,2.259930538257272,5
birds,sing,2.258154280231469,8
er,whoe,2.256385257492622,10
er,howe,2.256385257492622,12
er,wheresoe,2.256385257492622,6
er,howsoe,2.256385257492622,6
er,soe,2.256385257492622,6
er,whate,2.256385257492622,26
er,whatsoe,2.256385257492622,5
knave,scurvy,2.2552769772714227,7
bardolph,peto,2.2505400214512026,6
swift,wings,2.2441998434201835,6
host,jesu,2.2427603055036456,5
er,ne,2.240446056391175,214
bright,shine,2.2397595151096388,5
debt,pay,2.2395330251530567,9
bow,knee,2.238305565034191,7
adriana,luciana,2.233434112266398,8
messengers,soldiers,2.23295484665009,11
ducats,thousand,2.2318395227849592,25
lepidus,octavius,2.2270344796540837,5
senators,tribunes,2.226484809308712,6
cup,wine,2.2230922939000215,6
clock,strikes,2.2218948400016725,6
fool,nuncle,2.220720390233078,11
fee,simple,2.2186457389477954,6
wed,woo,2.2171162659642527,5
isidore,servant,2.216858294776446,5
countess,rousillon,2.2142869759453885,5
ix,scene,2.2140306794009756,6
hundred,marks,2.2098869207980303,6
pay,tribute,2.2095698017756136,5
cade,jack,2.207198761408198,12
appear,likeness,2.206411282530784,5
baptista,padua,2.205692549256435,7
achilles,patroclus,2.2056252289552845,16
iii,scene,2.2049510215490575,142
benedick,leonato,2.2049451314526025,6
belarius,guiderius,2.204875438042856,9
palace,sicilia,2.20431829302494,6
ii,scene,2.2036279190012085,165
garland,wear,2.202651133657477,7
beatrice,bene,2.200444434258767,11
lartius,marcius,2.1988459363838406,8
numb,red,2.1981815112023235,5
gremio,signior,2.1960939711193697,17
scene,v,2.1959324573081798,94
murd,red,2.1951760010625985,12
harry,hereford,2.194410004364691,6
hind,red,2.1930418715499127,7
scene,vii,2.1917542846898237,19
peep,through,2.1896546961372767,7
dumain,longaville,2.1892367518890827,6
hairs,white,2.1879278768367705,6
gold,sums,2.1874455952970324,5
menas,pompey,2.1874455952970324,15
act,v,2.1852631234676876,51
captain,gower,2.183875332825574,12
befall,n,2.1838113106419383,7
servant,varro,2.1836173616377668,22
gates,shut,2.1818631540202884,8
beams,sun,2.1811944941778023,8
chop,off,2.180749292209647,6
iv,scene,2.1804633317547073,112
red,suff,2.180452744241892,6
london,palace,2.17838255893054,30
adam,orlando,2.1772040114449975,9
harry,percy,2.1754872516611266,13
milk,white,2.1736874377221604,6
nestor,ulysses,2.1726379942427507,10
jessica,launcelot,2.1717460197287473,6
hundred,pound,2.1706336216503566,8
er,whe,2.169235081773722,9
scene,vi,2.1666060294728378,26
lucentio,tranio,2.166463921173268,23
cuts,off,2.164955025026415,9
cassio,michael,2.1648040779896327,8
caesar,julius,2.1645284229617157,14
lion,roar,2.164161154879022,6
earl,surrey,2.1615989381144214,10
days,nights,2.161088303744126,10
orator,play,2.160012265486653,5
sennet,sound,2.158544099151561,5
flow,r,2.1584877302136007,8
ring,suff,2.157361885171167,6
ring,wond,2.157361885171167,6
mrs,page,2.1543293197850124,115
point,rapier,2.154057546007744,5
feet,kneel,2.149506431194311,5
gate,knock,2.1479999299368195,6
garter,host,2.1458502924955893,8
shed,tear,2.144565598815641,5
cell,friar,2.1436204526713283,9
doct,madam,2.1430398449887242,5
hero,leonato,2.1426532039821917,9
bedford,exeter,2.1419894679306744,6
centre,earth,2.1403285458723866,5
flesh,pound,2.140004324519588,9
humbly,knee,2.1393566070514223,5
captains,soldiers,2.1367753543893895,7
calf,moon,2.1367753543893895,5
castle,windsor,2.1361324312787784,5
deaf,ears,2.1361324312787784,5
rose,white,2.1335702145141777,12
leonato,signior,2.1322947525639355,10
banished,romeo,2.1305647043744527,6
de,le,2.128806424718114,7
five,hundred,2.12810510121988,18
cross,seas,2.1253458926086077,5
morocco,prince,2.1243784538029495,11
market,place,2.1240075418363453,18
flourish,trumpets,2.123351049332492,14
aloof,stand,2.1230540958290227,13
france,princess,2.1222779807461754,107
cassius,decius,2.119359208118355,7
black,blue,2.118403664318347,5
scene,viii,2.1171206663929194,8
britain,palace,2.1168645210113253,10
commoner,second,2.1140568478172868,6
near,plains,2.1135991335835578,5
end,latter,2.113366828425891,7
pound,year,2.1132942585398666,6
andronicus,tamora,2.11304035939092,6
agrippa,enobarbus,2.11238091544424,10
ben,tybalt,2.11238091544424,5
cordelia,lear,2.1113936232004322,8
timon,woods,2.1107619220244715,6
arthur,hubert,2.1106356919750713,8
benedick,pedro,2.108035118444546,12
luce,within,2.1069630780487287,9
cure,past,2.106851848830064,9
cromwell,wolsey,2.106440548241829,5
rain,wind,2.105242218260376,14
nerissa,portia,2.1046727450013947,14
humbly,thank,2.1045945007922104,20
drums,strike,2.1036069911367345,7
cut,throat,2.103252320245726,10
red,rend,2.1012714981942673,9
barnardine,claudio,2.1007777011178703,5
street,venice,2.099853342169616,8
bona,sister,2.096456327335228,5
knocking,within,2.0959277788093296,17
ten,times,2.095730968617788,35
hail,witch,2.0911557569817707,7
crowns,hundred,2.0891605788231473,7
eyes,sparkling,2.0890919427926757,6
day,raineth,2.0886117940628357,5
edg,fiend,2.0885432447008587,7
cassius,titinius,2.087174524746954,9
london,tower,2.086935441623986,12
milan,palace,2.084178439298409,7
biondello,lucentio,2.0841241558808137,10
exeunt,manent,2.083839279201591,5
e,er,2.0821303414769385,79
bardolph,nym,2.081748001137021,12
beaufort,uncle,2.081661410670798,5
doll,hostess,2.0791186405290065,6
three,witches,2.07849308121033,6
patroclus,thersites,2.075223596645482,9
caius,marcius,2.0733500547576247,19
captain,fluellen,2.0719015733816413,16
ariel,prospero,2.0709790143902085,14
over,stage,2.070518468767089,8
camillo,florizel,2.069828564758776,8
brabantio,roderigo,2.069828564758776,5
norfolk,thomas,2.066395388920382,10
london,street,2.0654844405383535,12
shed,tears,2.063532347906423,15
bassanio,gratiano,2.063197985859763,13
leonato,pedro,2.0625369855994937,10
chain,neck,2.0620853012302263,5
caius,doctor,2.0620853012302263,15
camillo,polixenes,2.0620032272468194,11
retreat,sound,2.0616340861435045,6
davy,shallow,2.060643060031291,10
oxford,somerset,2.0606205629719523,8
countrymen,loving,2.059564513578197,5
shines,sun,2.058744557973197,7
armado,don,2.05789208055373,6
baptista,gremio,2.055729658799045,11
aaron,chiron,2.054388968466553,5
hard,hearted,2.0528962417963013,7
dam,devil,2.0496251786704893,7
macbeth,thane,2.049405893393473,8
slain,tybalt,2.048639265688838,8
letter,reading,2.047819377807227,8
bodies,souls,2.047699257634451,5
shade,under,2.0471645801228324,8
eastcheap,head,2.046347468909253,8
pembroke,salisbury,2.0462749111475103,6
empress,sons,2.044717844175745,8
force,perforce,2.042748741983131,5
influence,whose,2.041656248999214,6
crowns,thousand,2.0408673396416726,18
fabian,toby,2.04036605153699,15
hamlet,laertes,2.040079860764259,5
elizabeth,queen,2.039616783321115,113
act,iv,2.0393461665211396,45
romeo,tybalt,2.0387943310188072,9
hortensio,petruchio,2.038437913697282,24
dozen,half,2.035384739555879,7
lady,p,2.035066458499564,8
seven,years,2.032358284925691,13
mowbray,norfolk,2.0316332826611703,8
mak,st,2.0307398345101153,21
cam,st,2.0307398345101153,29
gav,st,2.0307398345101153,14
com,st,2.0307398345101153,21
hamlet,horatio,2.0307398345101153,5
andronicus,titus,2.0304168669322777,13
lucentio,vincentio,2.029411822667212,6
baptista,signior,2.0288956938117453,15
robert,shallow,2.0276427999283655,10
bianca,lucentio,2.0268868476367086,14
caius,de,2.024071074198101,13
brutus,volumnius,2.023409795833714,5
attendants,officers,2.02328216484056,11
shine,sun,2.0228320020825525,10
gates,open,2.0215964550702457,15
julia,lucetta,2.0201366403112027,9
chamber,council,2.01893143454569,6
fall,n,2.0179107654932826,53
glorious,sun,2.017503168577486,9
caius,hugh,2.017503168577486,5
cleopatra,iras,2.0162457366861446,11
fastolfe,john,2.015065587911288,5
silvia,window,2.013851909016415,6
thirty,years,2.0123194354871856,5
drums,flourish,2.008631477905878,5
prince,wales,2.0056292920123466,53
steal,thief,2.0056083496861152,5
leon,niece,2.0049971932507837,7
agamemnon,nestor,2.003867688109814,6
macduff,malcolm,2.003867688109814,6
gold,pearl,2.0029211687044883,5
salt,tears,2.002094653060585,12
ducats,shylock,1.999233703565498,5
claudio,varro,1.9981153592207228,6
gratiano,lorenzo,1.9970961273943044,7
belmont,house,1.9968185697176346,8
act,scene,1.9956241761956366,228
diomedes,nestor,1.9952675163478966,5
antony,euphronius,1.993567731470002,5
end,rope,1.993567731470002,5
st,tak,1.9929512736207156,11
gunner,master,1.9922588028677306,5
cell,prospero,1.9917977683425838,5
fifth,henry,1.9909628250685825,17
ajax,cur,1.9906473187111513,5
jaques,melancholy,1.9901879908186215,5
outlaw,third,1.98982743082954,7
bond,shylock,1.9896090552212164,7
kate,petruchio,1.9890779415301991,19
silvia,thurio,1.9865023012416585,8
bedford,talbot,1.9853184852060843,7
pound,thousand,1.9851671894435707,15
colville,john,1.9851023645338446,7
down,stairs,1.9831298386459155,5
asleep,fast,1.982785834483745,7
ear,whisper,1.982678389039876,6
miranda,prospero,1.9808023840411206,8
duke,senior,1.9785511811111292,35
arrest,high,1.9770745115218775,6
jew,launcelot,1.9769260601507848,5
fiend,foul,1.9758389645095704,12
parley,sound,1.9744839104246044,6
sound,trumpet,1.9744839104246044,16
fac,pale,1.9736729027530628,5
citizen,third,1.9735139830920645,38
marks,thousand,1.973267966143863,10
monsieur,parolles,1.9725816638031517,6
nym,pistol,1.9709722961960352,9
cawdor,macbeth,1.9702246473458485,5
earl,edmund,1.9697134118755084,9
thrice,twice,1.968692742823101,5
camp,tent,1.9684379499252658,6
henry,sixth,1.9646338863462334,16
peace,plenty,1.9643454144114136,5
caliban,stephano,1.9626185951109079,5
people,tribunes,1.961907082766308,12
rowland,son,1.9617577534377717,7
act,iii,1.960763534602615,45
mouth,stop,1.9598076177770793,11
charles,pucelle,1.959345744561446,8
lear,regan,1.9584261629918887,6
drums,sound,1.9578846486051427,7
cressid,troilus,1.9574789554584966,7
dar,st,1.9566381139917657,43
daughter,youngest,1.9551787552292177,8
ben,romeo,1.9544734453187715,8
door,shut,1.9521890668919757,7
ten,thousand,1.9506907092925847,39
foul,weather,1.9495100257872213,6
agamemnon,ulysses,1.9464244392239443,9
fire,quench,1.9460402777819086,6
caius,jack,1.9460402777819086,9
months,three,1.9458675159357388,12
casca,cassius,1.9458453719504847,13
agamemnon,ajax,1.9448898281504763,10
kisses,lips,1.9447519787660772,5
charmian,cleopatra,1.9427968386446324,23
beg,knee,1.9424152090226208,5
chooseth,who,1.9421411197223253,11
goths,lucius,1.9414566523120822,7
gratiano,jew,1.941285703881651,6
deadly,hate,1.9372755693702097,7
thane,worthy,1.9372368639219506,5
leontes,paulina,1.9346706629687902,10
foot,tread,1.9346706629687902,6
music,solemn,1.9341659627587031,6
earl,westmoreland,1.9334786790547303,11
footing,set,1.931584361370939,5
acquaintance,desire,1.930649389035866,6
gremio,hortensio,1.9286111275852775,8
early,morning,1.9279890776122748,5
beard,white,1.9278564888516958,10
buckingham,derby,1.927216213197472,6
crowns,twenty,1.9249685430671737,7
beatrice,hero,1.9238975327046481,5
many,miles,1.922935252262426,9
andronicus,marcus,1.9222258435145325,6
agamemnon,troy,1.921875464728361,7
cut,pieces,1.9214087323009532,5
salt,water,1.919844175285284,5
costard,moth,1.919020703639321,9
marcus,titus,1.918719593790172,23
fast,loose,1.9173137304191374,5
poor,tom,1.9163075104894185,14
red,wand,1.9156349212323556,5
enobarbus,menas,1.9144443232332948,6
madam,osw,1.913504266706077,14
going,whither,1.9134126627230539,7
ill,luck,1.9133210780576146,5
elizabeth,rivers,1.9128085605390357,5
five,six,1.910976990276108,6
eldest,son,1.9106052309903905,14
dull,holofernes,1.910446002947579,5
seven,year,1.9091742758839416,5
bright,moon,1.9087662960682146,7
camp,near,1.9083496457866633,15
london,mayor,1.9053812868668025,6
demetrius,lysander,1.9052763974853235,12
brutus,decius,1.9051016381244272,9
burgundy,talbot,1.9038454423788747,9
ajax,nestor,1.9034971429922511,6
tied,tongue,1.9032882973609588,12
mistress,overdone,1.9019332432759928,8
alonso,sebastian,1.899132337589801,5
calf,hang,1.8978932654742526,5
grumio,knock,1.897275052584234,5
francis,friar,1.8958359689605722,6
crown,resign,1.8956718054802946,5
gods,immortal,1.89450393340773,5
agamemnon,diomedes,1.89399269793739,6
goneril,lear,1.8930332014298972,5
jack,poins,1.8926662953405693,6
bardolph,davy,1.8926051744507488,5
ago,long,1.8896207395082627,10
caesar,calpurnia,1.8883220110227665,7
ducats,three,1.8850277260852257,14
lavinia,marcus,1.8849633813955897,7
five,twenty,1.8847318194162819,15
alencon,bastard,1.8817582415203784,7
cup,drink,1.8811455522836982,5
above,window,1.880907517483602,5
antonio,solanio,1.8804318389235577,5
children,wives,1.8797192965456662,5
deaths,thousand,1.878711858529284,5
cheek,pale,1.8767628897450064,7
father,ghostly,1.8754684193920077,5
garden,olivia,1.874646669890634,5
act,ii,1.8745007740281592,43
anne,slender,1.8698377740548442,13
fenton,host,1.868301392681131,5
handkerchief,othello,1.868301392681131,8
antony,octavius,1.8680125370124157,16
any,illyria,1.866859031734284,6
chiron,sons,1.8654214452448523,6
brutus,metellus,1.865230126086735,6
hortensio,signior,1.8639886017085776,10
de,jack,1.8627030719631261,6
gold,silver,1.8602536651357569,9
sits,wind,1.859435013655077,7
sicinius,tribunes,1.8574577345496197,6
thirty,thousand,1.8572229426955456,6
hang,skin,1.8565005803160277,5
din,home,1.8548726407151264,5
angelo,chain,1.8541510661489031,9
fares,majesty,1.853697585676313,5
claudio,leonato,1.8524540559698923,7
heed,take,1.8519892765205868,38
hugh,page,1.8506199113086281,11
exeunt,severally,1.8497560731682228,14
forces,general,1.8495451738163045,6
same,yond,1.8488999309143543,6
had,lief,1.8482004652078308,15
loyalty,truth,1.8481452921807728,5
money,purse,1.848062545780236,10
pluck,rose,1.8478879106913513,6
place,public,1.8473368920318087,15
brutus,lucilius,1.8473185367780327,10
fellow,tall,1.8466032863136166,7
lodges,where,1.8461637169624232,5
dauphin,orleans,1.843754006214801,5
blows,wind,1.8431809322606512,8
anne,fenton,1.8430445974669076,5
fill,wine,1.8428810521884156,5
friar,peter,1.842590457007347,9
high,low,1.839546647605557,17
claud,hero,1.8381348804723892,9
northumberland,percy,1.8377606499607337,8
